"type","external_gene_name","ensembl_gene_id"
"excitatory_neuron","RPS27A","ENSG00000143947"
"excitatory_neuron","RPS28","ENSG00000233927"
"excitatory_neuron","RPS4X",NA
"excitatory_neuron","RPS6","ENSG00000137154"
"excitatory_neuron","RPS6KC1","ENSG00000136643"
"excitatory_neuron","RPS8","ENSG00000142937"
"excitatory_neuron","RSRP1","ENSG00000117616"
"excitatory_neuron","RTF1","ENSG00000137815"
"excitatory_neuron","RTN1","ENSG00000139970"
"excitatory_neuron","RTN3","ENSG00000133318"
"excitatory_neuron","RTN4","ENSG00000115310"
"excitatory_neuron","RUFY3","ENSG00000018189"
"excitatory_neuron","RUNDC3A","ENSG00000108309"
"excitatory_neuron","RUNDC3B","ENSG00000105784"
"excitatory_neuron","RXFP1","ENSG00000171509"
"excitatory_neuron","RYR2","ENSG00000198626"
"excitatory_neuron","RYR21",NA
"excitatory_neuron","RYR3","ENSG00000198838"
"excitatory_neuron","SAMD12","ENSG00000177570"
"excitatory_neuron","SARAF","ENSG00000133872"
"excitatory_neuron","SATB1","ENSG00000182568"
"excitatory_neuron","SATB1-AS1",NA
"excitatory_neuron","SATB2","ENSG00000119042"
"excitatory_neuron","SCAI","ENSG00000173611"
"excitatory_neuron","SCAMP5","ENSG00000198794"
"excitatory_neuron","SCG2","ENSG00000171951"
"excitatory_neuron","SCG5","ENSG00000166922"
"excitatory_neuron","SCHLAP1",NA
"excitatory_neuron","SCN1A","ENSG00000144285"
"excitatory_neuron","SCN1B","ENSG00000105711"
"excitatory_neuron","SCN2A","ENSG00000136531"
"excitatory_neuron","SCN2A1",NA
"excitatory_neuron","SCN3A","ENSG00000153253"
"excitatory_neuron","SCN3B","ENSG00000166257"
"excitatory_neuron","SCN8A","ENSG00000196876"
"excitatory_neuron","SCRN1","ENSG00000136193"
"excitatory_neuron","SDK1","ENSG00000146555"
"excitatory_neuron","SEC62","ENSG00000008952"
"excitatory_neuron","SEMA3E","ENSG00000170381"
"excitatory_neuron","SEMA5B","ENSG00000082684"
"excitatory_neuron","SEMA6D","ENSG00000137872"
"excitatory_neuron","SEPW1",NA
"excitatory_neuron","SERINC1","ENSG00000111897"
"excitatory_neuron","SERINC3","ENSG00000132824"
"excitatory_neuron","SERPINE2","ENSG00000135919"
"excitatory_neuron","SERPINI1","ENSG00000163536"
"excitatory_neuron","SETBP1","ENSG00000152217"
"excitatory_neuron","SEZ6L","ENSG00000100095"
"excitatory_neuron","SEZ6L2","ENSG00000174938"
"excitatory_neuron","SGCD","ENSG00000170624"
"excitatory_neuron","SH3GL2","ENSG00000107295"
"excitatory_neuron","SH3RF3","ENSG00000172985"
"excitatory_neuron","SHANK2","ENSG00000162105"
"excitatory_neuron","SHC3","ENSG00000148082"
"excitatory_neuron","SHISA9","ENSG00000237515"
"excitatory_neuron","SIK2","ENSG00000170145"
"excitatory_neuron","SIPA1L1","ENSG00000197555"
"excitatory_neuron","SIRPA","ENSG00000198053"
"excitatory_neuron","SKP1","ENSG00000113558"
"excitatory_neuron","SLC12A5","ENSG00000124140"
"excitatory_neuron","SLC17A7","ENSG00000104888"
"excitatory_neuron","SLC22A10","ENSG00000184999"
"excitatory_neuron","SLC22A17","ENSG00000283151"
"excitatory_neuron","SLC22A17","ENSG00000092096"
"excitatory_neuron","SLC23A2","ENSG00000089057"
"excitatory_neuron","SLC24A2","ENSG00000155886"
"excitatory_neuron","SLC24A3","ENSG00000185052"
"excitatory_neuron","SLC25A3","ENSG00000075415"
"excitatory_neuron","SLC2A13","ENSG00000151229"
"excitatory_neuron","SLC30A3","ENSG00000115194"
"excitatory_neuron","SLC35F1","ENSG00000196376"
"excitatory_neuron","SLC35F3","ENSG00000183780"
"excitatory_neuron","SLC38A1","ENSG00000111371"
"excitatory_neuron","SLC38A11","ENSG00000169507"
"excitatory_neuron","SLC39A10","ENSG00000196950"
"excitatory_neuron","SLC39A11","ENSG00000133195"
"excitatory_neuron","SLC44A5","ENSG00000137968"
"excitatory_neuron","SLC4A10","ENSG00000144290"
"excitatory_neuron","SLC6A17","ENSG00000197106"
"excitatory_neuron","SLC6A7","ENSG00000011083"
"excitatory_neuron","SLC8A1","ENSG00000183023"
"excitatory_neuron","SLF1","ENSG00000133302"
"excitatory_neuron","SLIT1","ENSG00000187122"
"excitatory_neuron","SLIT2","ENSG00000145147"
"excitatory_neuron","SLIT3","ENSG00000184347"
"excitatory_neuron","SMARCA2","ENSG00000080503"
"excitatory_neuron","SMPD3","ENSG00000103056"
"excitatory_neuron","SNAP25","ENSG00000132639"
"excitatory_neuron","SNCA","ENSG00000145335"
"excitatory_neuron","SNCB","ENSG00000074317"
"excitatory_neuron","SNED1","ENSG00000162804"
"excitatory_neuron","SNHG14",NA
"excitatory_neuron","SNHG141",NA
"excitatory_neuron","SNRPN","ENSG00000128739"
"excitatory_neuron","SNTG1","ENSG00000147481"
"excitatory_neuron","SNU13","ENSG00000100138"
"excitatory_neuron","SOBP","ENSG00000112320"
"excitatory_neuron","SOD1","ENSG00000142168"
"excitatory_neuron","SORBS1","ENSG00000095637"
"excitatory_neuron","SORBS2","ENSG00000154556"
"excitatory_neuron","SORCS1","ENSG00000108018"
"excitatory_neuron","SORCS2","ENSG00000184985"
"excitatory_neuron","SORCS3","ENSG00000156395"
"excitatory_neuron","SORL1","ENSG00000137642"
"excitatory_neuron","SOX5","ENSG00000134532"
"excitatory_neuron","SPAG16","ENSG00000144451"
"excitatory_neuron","SPARCL1","ENSG00000152583"
"excitatory_neuron","SPATS2","ENSG00000123352"
"excitatory_neuron","SPATS2L","ENSG00000196141"
"excitatory_neuron","SPOCK1","ENSG00000152377"
"excitatory_neuron","SPOCK2","ENSG00000107742"
"excitatory_neuron","SPON1","ENSG00000262655"
"excitatory_neuron","SPTBN1","ENSG00000115306"
"excitatory_neuron","SPTBN4","ENSG00000160460"
"excitatory_neuron","SRGAP3","ENSG00000196220"
"excitatory_neuron","SRP14","ENSG00000140319"
"excitatory_neuron","SRRM3","ENSG00000177679"
"excitatory_neuron","SRRM31",NA
"excitatory_neuron","SRRM4","ENSG00000139767"
"excitatory_neuron","SRSF11","ENSG00000116754"
"excitatory_neuron","SRSF5","ENSG00000100650"
"excitatory_neuron","SSBP2","ENSG00000145687"
"excitatory_neuron","SSBP3","ENSG00000157216"
"excitatory_neuron","SSX2IP","ENSG00000117155"
"excitatory_neuron","ST6GALNAC5","ENSG00000117069"
"excitatory_neuron","ST8SIA1","ENSG00000111728"
"excitatory_neuron","ST8SIA3","ENSG00000177511"
"excitatory_neuron","ST8SIA5","ENSG00000101638"
"excitatory_neuron","STAU2","ENSG00000040341"
"excitatory_neuron","STMN1","ENSG00000117632"
"excitatory_neuron","STMN2","ENSG00000104435"
"excitatory_neuron","STMN3","ENSG00000197457"
"excitatory_neuron","STMN4","ENSG00000015592"
"excitatory_neuron","STOX2","ENSG00000173320"
"excitatory_neuron","STRBP","ENSG00000165209"
"excitatory_neuron","STX1A","ENSG00000106089"
"excitatory_neuron","STXBP1","ENSG00000136854"
"excitatory_neuron","STXBP5","ENSG00000164506"
"excitatory_neuron","STXBP5-AS1",NA
"excitatory_neuron","STXBP5L","ENSG00000145087"
"excitatory_neuron","STXBP6","ENSG00000168952"
"excitatory_neuron","SUGP2","ENSG00000064607"
"excitatory_neuron","SULT4A1","ENSG00000130540"
"excitatory_neuron","SUSD4","ENSG00000143502"
"excitatory_neuron","SV2A","ENSG00000159164"
"excitatory_neuron","SV2B","ENSG00000185518"
"excitatory_neuron","SYBU","ENSG00000147642"
"excitatory_neuron","SYN1",NA
"excitatory_neuron","SYN2","ENSG00000157152"
"excitatory_neuron","SYN3","ENSG00000185666"
"excitatory_neuron","SYNGR1","ENSG00000100321"
"excitatory_neuron","SYNJ1","ENSG00000159082"
"excitatory_neuron","SYNJ2","ENSG00000078269"
"excitatory_neuron","SYNPO2","ENSG00000172403"
"excitatory_neuron","SYNPR","ENSG00000163630"
"excitatory_neuron","SYP",NA
"excitatory_neuron","SYT1","ENSG00000067715"
"excitatory_neuron","SYT11","ENSG00000132718"
"excitatory_neuron","SYT13","ENSG00000019505"
"excitatory_neuron","SYT16","ENSG00000139973"
"excitatory_neuron","SYT4","ENSG00000132872"
"excitatory_neuron","SYT7","ENSG00000011347"
"excitatory_neuron","SYTL2","ENSG00000137501"
"excitatory_neuron","TACC1","ENSG00000147526"
"excitatory_neuron","TAGLN3","ENSG00000144834"
"excitatory_neuron","TANC2","ENSG00000170921"
"excitatory_neuron","TARBP1","ENSG00000059588"
"excitatory_neuron","TASP1","ENSG00000089123"
"excitatory_neuron","TCEAL2",NA
"excitatory_neuron","TCEB2","ENSG00000103363"
"excitatory_neuron","TENM2","ENSG00000145934"
"excitatory_neuron","TENM3","ENSG00000218336"
"excitatory_neuron","TENM4","ENSG00000149256"
"excitatory_neuron","TERF2IP","ENSG00000166848"
"excitatory_neuron","TESC","ENSG00000088992"
"excitatory_neuron","TESPA1","ENSG00000135426"
"excitatory_neuron","THEMIS","ENSG00000172673"
"excitatory_neuron","THRB","ENSG00000151090"
"excitatory_neuron","THSD7A","ENSG00000005108"
"excitatory_neuron","THY1","ENSG00000154096"
"excitatory_neuron","TLE4","ENSG00000106829"
"excitatory_neuron","TLK1","ENSG00000198586"
"excitatory_neuron","TLL1","ENSG00000038295"
"excitatory_neuron","TLN2","ENSG00000171914"
"excitatory_neuron","TMEFF2","ENSG00000144339"
"excitatory_neuron","TMEM108","ENSG00000144868"
"excitatory_neuron","TMEM130","ENSG00000166448"
"excitatory_neuron","TMEM131","ENSG00000075568"
"excitatory_neuron","TMEM132B","ENSG00000139364"
"excitatory_neuron","TMEM132D","ENSG00000151952"
"excitatory_neuron","TMEM155","ENSG00000164112"
"excitatory_neuron","TMEM160","ENSG00000130748"
"excitatory_neuron","TMEM178A","ENSG00000152154"
"excitatory_neuron","TMEM178B","ENSG00000261115"
"excitatory_neuron","TMEM232","ENSG00000186952"
"excitatory_neuron","TMEM30A","ENSG00000112697"
"excitatory_neuron","TMEM59L","ENSG00000105696"
"excitatory_neuron","TMOD2","ENSG00000128872"
"excitatory_neuron","TMSB10","ENSG00000034510"
"excitatory_neuron","TMSB4X",NA
"excitatory_neuron","TOLLIP","ENSG00000078902"
"excitatory_neuron","TOMM20","ENSG00000173726"
"excitatory_neuron","TOX","ENSG00000198846"
"excitatory_neuron","TPI1","ENSG00000111669"
"excitatory_neuron","TPM1","ENSG00000140416"
"excitatory_neuron","TPPP","ENSG00000171368"
"excitatory_neuron","TPST1","ENSG00000169902"
"excitatory_neuron","TRERF1","ENSG00000124496"
"excitatory_neuron","TRHDE","ENSG00000072657"
"excitatory_neuron","TRIM37","ENSG00000108395"
"excitatory_neuron","TRIM44","ENSG00000166326"
"excitatory_neuron","TRIM9","ENSG00000100505"
"excitatory_neuron","TRIM91",NA
"excitatory_neuron","TRPC3","ENSG00000138741"
"excitatory_neuron","TRPC5",NA
"excitatory_neuron","TRPM2","ENSG00000142185"
"excitatory_neuron","TRPM3","ENSG00000083067"
"excitatory_neuron","TSC22D1","ENSG00000102804"
"excitatory_neuron","TSHZ2","ENSG00000182463"
"excitatory_neuron","TSHZ3","ENSG00000121297"
"excitatory_neuron","TSPAN13","ENSG00000106537"
"excitatory_neuron","TSPAN7",NA
"excitatory_neuron","TSPYL1","ENSG00000189241"
"excitatory_neuron","TSPYL2",NA
"excitatory_neuron","TSPYL4","ENSG00000187189"
"excitatory_neuron","TTC3","ENSG00000182670"
"excitatory_neuron","TTC31","ENSG00000115282"
"excitatory_neuron","TTC39C","ENSG00000168234"
"excitatory_neuron","TTLL11","ENSG00000175764"
"excitatory_neuron","TUBA1A","ENSG00000167552"
"excitatory_neuron","TUBA1B","ENSG00000123416"
"excitatory_neuron","TUBA4A","ENSG00000127824"
"excitatory_neuron","TUBB2A","ENSG00000137267"
"excitatory_neuron","UBA6-AS1",NA
"excitatory_neuron","UBB","ENSG00000170315"
"excitatory_neuron","UBC","ENSG00000150991"
"excitatory_neuron","UBE2E3","ENSG00000170035"
"excitatory_neuron","UBL3","ENSG00000122042"
"excitatory_neuron","UCHL1","ENSG00000154277"
"excitatory_neuron","UGGT2","ENSG00000102595"
"excitatory_neuron","UNC13A","ENSG00000130477"
"excitatory_neuron","UNC13C","ENSG00000137766"
"excitatory_neuron","UNC5C","ENSG00000182168"
"excitatory_neuron","UNC5D","ENSG00000156687"
"excitatory_neuron","UNC79","ENSG00000133958"
"excitatory_neuron","UNC80","ENSG00000144406"
"excitatory_neuron","UNC801",NA
"excitatory_neuron","UQCRB","ENSG00000156467"
"excitatory_neuron","UQCRH","ENSG00000173660"
"excitatory_neuron","USMG5","ENSG00000173915"
"excitatory_neuron","USP11",NA
"excitatory_neuron","USP22","ENSG00000124422"
"excitatory_neuron","USP25","ENSG00000155313"
"excitatory_neuron","UST","ENSG00000111962"
"excitatory_neuron","VAV3","ENSG00000134215"
"excitatory_neuron","VGLL4","ENSG00000144560"
"excitatory_neuron","VPS13A","ENSG00000197969"
"excitatory_neuron","VPS13D","ENSG00000048707"
"excitatory_neuron","VPS41","ENSG00000006715"
"excitatory_neuron","VSNL1","ENSG00000163032"
"excitatory_neuron","VWC2L","ENSG00000174453"
"excitatory_neuron","WASF1","ENSG00000112290"
"excitatory_neuron","WBP2","ENSG00000132471"
"excitatory_neuron","WBSCR17","ENSG00000185274"
"excitatory_neuron","WDFY3","ENSG00000163625"
"excitatory_neuron","WDR17","ENSG00000150627"
"excitatory_neuron","WSB1","ENSG00000109046"
"excitatory_neuron","XKR4","ENSG00000206579"
"excitatory_neuron","XKR6","ENSG00000171044"
"excitatory_neuron","XYLT1","ENSG00000103489"
"excitatory_neuron","YPEL3","ENSG00000090238"
"excitatory_neuron","YWHAB","ENSG00000166913"
"excitatory_neuron","YWHAE","ENSG00000108953"
"excitatory_neuron","YWHAG","ENSG00000170027"
"excitatory_neuron","YWHAH","ENSG00000128245"
"excitatory_neuron","YWHAZ","ENSG00000164924"
"excitatory_neuron","ZBTB16","ENSG00000109906"
"excitatory_neuron","ZBTB18","ENSG00000179456"
"excitatory_neuron","ZFAND5","ENSG00000107372"
"excitatory_neuron","ZFPM2","ENSG00000169946"
"excitatory_neuron","ZFYVE28","ENSG00000159733"
"excitatory_neuron","ZMAT4","ENSG00000165061"
"excitatory_neuron","ZMYND8","ENSG00000101040"
"excitatory_neuron","ZNF365","ENSG00000138311"
"excitatory_neuron","ZNF385B","ENSG00000144331"
"excitatory_neuron","ZNF385D","ENSG00000151789"
"excitatory_neuron","ZNF483","ENSG00000173258"
"excitatory_neuron","ZNF704","ENSG00000164684"
"excitatory_neuron","ZNF804A","ENSG00000170396"
"excitatory_neuron","ZNF804B","ENSG00000182348"
"excitatory_neuron","ZNF91","ENSG00000167232"
"inhibitory_neuron","1.Mar",NA
"inhibitory_neuron","4.Mar",NA
"inhibitory_neuron","6.Mar",NA
"inhibitory_neuron","AAK1","ENSG00000115977"
"inhibitory_neuron","ABAT","ENSG00000183044"
"inhibitory_neuron","ABI1","ENSG00000136754"
"inhibitory_neuron","ABLIM2","ENSG00000163995"
"inhibitory_neuron","ABR","ENSG00000159842"
"inhibitory_neuron","AC005592.2",NA
"inhibitory_neuron","AC007563.5",NA
"inhibitory_neuron","AC010127.3",NA
"inhibitory_neuron","AC034220.3",NA
"inhibitory_neuron","AC074363.1",NA
"inhibitory_neuron","AC098864.1",NA
"inhibitory_neuron","AC134511.1",NA
"inhibitory_neuron","ACSL6","ENSG00000164398"
"inhibitory_neuron","ACTG1","ENSG00000184009"
"inhibitory_neuron","ADAM22","ENSG00000008277"
"inhibitory_neuron","ADAMTS17","ENSG00000140470"
"inhibitory_neuron","ADAMTS19","ENSG00000145808"
"inhibitory_neuron","ADAMTS9-AS2",NA
"inhibitory_neuron","ADAMTSL3","ENSG00000156218"
"inhibitory_neuron","ADARB2","ENSG00000185736"
"inhibitory_neuron","ADCY1","ENSG00000164742"
"inhibitory_neuron","ADCY2","ENSG00000078295"
"inhibitory_neuron","ADCY8","ENSG00000155897"
"inhibitory_neuron","ADGRB3","ENSG00000135298"
"inhibitory_neuron","ADGRL2","ENSG00000117114"
"inhibitory_neuron","ADK","ENSG00000156110"
"inhibitory_neuron","ADRA1A","ENSG00000120907"
"inhibitory_neuron","ADRBK2",NA
"inhibitory_neuron","AEBP2","ENSG00000139154"
"inhibitory_neuron","AES","ENSG00000104964"
"inhibitory_neuron","AFAP1","ENSG00000196526"
"inhibitory_neuron","AFF2",NA
"inhibitory_neuron","AFF3","ENSG00000144218"
"inhibitory_neuron","AHI1","ENSG00000135541"
"inhibitory_neuron","AHI12",NA
"inhibitory_neuron","AHI13",NA
"inhibitory_neuron","AIG1","ENSG00000146416"
"inhibitory_neuron","AK5","ENSG00000154027"
"inhibitory_neuron","AKAP6","ENSG00000151320"
"inhibitory_neuron","ALCAM","ENSG00000170017"
"inhibitory_neuron","ALDOA","ENSG00000149925"
"inhibitory_neuron","ALK","ENSG00000171094"
"inhibitory_neuron","AMMECR1",NA
"inhibitory_neuron","AMPH","ENSG00000078053"
"inhibitory_neuron","ANK1","ENSG00000029534"
"inhibitory_neuron","ANKH","ENSG00000154122"
"inhibitory_neuron","ANKRD12","ENSG00000101745"
"inhibitory_neuron","ANKRD26","ENSG00000107890"
"inhibitory_neuron","ANKRD261",NA
"inhibitory_neuron","ANKRD30BL","ENSG00000163046"
"inhibitory_neuron","ANKRD36","ENSG00000135976"
"inhibitory_neuron","ANKRD36C","ENSG00000174501"
"inhibitory_neuron","ANKRD55","ENSG00000164512"
"inhibitory_neuron","ANKS1A","ENSG00000064999"
"inhibitory_neuron","ANO4","ENSG00000151572"
"inhibitory_neuron","AP001347.6",NA
"inhibitory_neuron","AP1S2",NA
"inhibitory_neuron","APBA1","ENSG00000107282"
"inhibitory_neuron","APLP2","ENSG00000084234"
"inhibitory_neuron","APP","ENSG00000142192"
"inhibitory_neuron","ARHGAP20","ENSG00000137727"
"inhibitory_neuron","ARHGAP44","ENSG00000006740"
"inhibitory_neuron","ARHGAP5","ENSG00000100852"
"inhibitory_neuron","ARHGEF3","ENSG00000163947"
"inhibitory_neuron","ARID5B","ENSG00000150347"
"inhibitory_neuron","ARL15","ENSG00000185305"
"inhibitory_neuron","ARL4C","ENSG00000188042"
"inhibitory_neuron","ARL4C1",NA
"inhibitory_neuron","ARL6IP1","ENSG00000170540"
"inhibitory_neuron","ARNT2","ENSG00000172379"
"inhibitory_neuron","ASIC2","ENSG00000108684"
"inhibitory_neuron","ASTN1","ENSG00000152092"
"inhibitory_neuron","ASTN2","ENSG00000148219"
"inhibitory_neuron","ATCAY","ENSG00000167654"
"inhibitory_neuron","ATCAY1",NA
"inhibitory_neuron","ATG7","ENSG00000197548"
"inhibitory_neuron","ATP1A1","ENSG00000163399"
"inhibitory_neuron","ATP1A3","ENSG00000105409"
"inhibitory_neuron","ATP1B1","ENSG00000143153"
"inhibitory_neuron","ATP1B11",NA
"inhibitory_neuron","ATP1B12",NA
"inhibitory_neuron","ATP2B21",NA
"inhibitory_neuron","ATP5B","ENSG00000110955"
"inhibitory_neuron","ATP6V0A1","ENSG00000033627"
"inhibitory_neuron","ATP6V1A","ENSG00000114573"
"inhibitory_neuron","ATP6V1B2","ENSG00000147416"
"inhibitory_neuron","ATP8A2","ENSG00000132932"
"inhibitory_neuron","ATRNL1","ENSG00000107518"
"inhibitory_neuron","ATRX",NA
"inhibitory_neuron","AUH","ENSG00000148090"
"inhibitory_neuron","AUTS2","ENSG00000158321"
"inhibitory_neuron","B4GALT6","ENSG00000118276"
"inhibitory_neuron","BACH1","ENSG00000156273"
"inhibitory_neuron","BACH2","ENSG00000112182"
"inhibitory_neuron","BCL11A","ENSG00000119866"
"inhibitory_neuron","BCL11B","ENSG00000127152"
"inhibitory_neuron","BCL2","ENSG00000171791"
"inhibitory_neuron","BEND6","ENSG00000151917"
"inhibitory_neuron","BEX1",NA
"inhibitory_neuron","BEX2",NA
"inhibitory_neuron","BICD1","ENSG00000151746"
"inhibitory_neuron","BLCAP","ENSG00000166619"
"inhibitory_neuron","BRINP2","ENSG00000198797"
"inhibitory_neuron","BTBD11","ENSG00000151136"
"inhibitory_neuron","C16orf45","ENSG00000166780"
"inhibitory_neuron","C8orf34","ENSG00000165084"
"inhibitory_neuron","CA8","ENSG00000178538"
"inhibitory_neuron","CACNA1A","ENSG00000141837"
"inhibitory_neuron","CACNA1B","ENSG00000148408"
"inhibitory_neuron","CACNA1C","ENSG00000151067"
"inhibitory_neuron","CACNA1D","ENSG00000157388"
"inhibitory_neuron","CACNA1E","ENSG00000198216"
"inhibitory_neuron","CACNA2D1","ENSG00000153956"
"inhibitory_neuron","CACNA2D3","ENSG00000157445"
"inhibitory_neuron","CACNB2","ENSG00000165995"
"inhibitory_neuron","CACNB4","ENSG00000182389"
"inhibitory_neuron","CACNG2","ENSG00000166862"
"inhibitory_neuron","CACNG3","ENSG00000006116"
"inhibitory_neuron","CACNG8","ENSG00000142408"
"inhibitory_neuron","CACNG82",NA
"inhibitory_neuron","CADM2","ENSG00000175161"
"inhibitory_neuron","CADPS","ENSG00000163618"
"inhibitory_neuron","CADPS2","ENSG00000081803"
"inhibitory_neuron","CALB1","ENSG00000104327"
"inhibitory_neuron","CALB2","ENSG00000172137"
"inhibitory_neuron","CALM3","ENSG00000160014"
"inhibitory_neuron","CALN1","ENSG00000183166"
"inhibitory_neuron","CAMK2D","ENSG00000145349"
"inhibitory_neuron","CAMK2N1","ENSG00000162545"
"inhibitory_neuron","CAMKV","ENSG00000164076"
"inhibitory_neuron","CAMTA1","ENSG00000171735"
"inhibitory_neuron","CAMTA11",NA
"inhibitory_neuron","CANX","ENSG00000127022"
"inhibitory_neuron","CAP2","ENSG00000112186"
"inhibitory_neuron","CBLN4","ENSG00000054803"
"inhibitory_neuron","CCDC136","ENSG00000128596"
"inhibitory_neuron","CCDC91","ENSG00000123106"
"inhibitory_neuron","CCK","ENSG00000187094"
"inhibitory_neuron","CCNI","ENSG00000118816"
"inhibitory_neuron","CCSER1","ENSG00000184305"
"inhibitory_neuron","CDC5L","ENSG00000096401"
"inhibitory_neuron","CDH10","ENSG00000040731"
"inhibitory_neuron","CDH12","ENSG00000154162"
"inhibitory_neuron","CDH13","ENSG00000140945"
"inhibitory_neuron","CDH4","ENSG00000179242"
"inhibitory_neuron","CDH8","ENSG00000150394"
"inhibitory_neuron","CDH9","ENSG00000113100"
"inhibitory_neuron","CDHR3","ENSG00000128536"
"inhibitory_neuron","CDK14","ENSG00000058091"
"inhibitory_neuron","CDK8","ENSG00000132964"
"inhibitory_neuron","CDR2","ENSG00000140743"
"inhibitory_neuron","CELF4","ENSG00000101489"
"inhibitory_neuron","CELF42",NA
"inhibitory_neuron","CELF43",NA
"inhibitory_neuron","CELF5","ENSG00000161082"
"inhibitory_neuron","CEMIP","ENSG00000103888"
"inhibitory_neuron","CEP112","ENSG00000154240"
"inhibitory_neuron","CERS6","ENSG00000172292"
"inhibitory_neuron","CHD5","ENSG00000116254"
"inhibitory_neuron","CHD52",NA
"inhibitory_neuron","CHL1","ENSG00000134121"
"inhibitory_neuron","CHRM3","ENSG00000133019"
"inhibitory_neuron","CHRNA7",NA
"inhibitory_neuron","CHST11","ENSG00000171310"
"inhibitory_neuron","CHSY3","ENSG00000198108"
"inhibitory_neuron","CIT","ENSG00000122966"
"inhibitory_neuron","CKMT1B2",NA
"inhibitory_neuron","CLEC16A","ENSG00000038532"
"inhibitory_neuron","CLIP4","ENSG00000115295"
"inhibitory_neuron","CLSTN2","ENSG00000158258"
"inhibitory_neuron","CLSTN3","ENSG00000139182"
"inhibitory_neuron","CLTC","ENSG00000141367"
"inhibitory_neuron","CLVS1","ENSG00000177182"
"inhibitory_neuron","CLVS2","ENSG00000146352"
"inhibitory_neuron","CNR1","ENSG00000118432"
"inhibitory_neuron","CNTN3","ENSG00000113805"
"inhibitory_neuron","CNTN4","ENSG00000144619"
"inhibitory_neuron","CNTN5","ENSG00000149972"
"inhibitory_neuron","CNTN6","ENSG00000134115"
"inhibitory_neuron","CNTNAP2","ENSG00000174469"
"inhibitory_neuron","CNTNAP4","ENSG00000152910"
"inhibitory_neuron","CNTNAP5","ENSG00000155052"
"inhibitory_neuron","COG5","ENSG00000164597"
"inhibitory_neuron","COL11A1","ENSG00000060718"
"inhibitory_neuron","COL16A1","ENSG00000084636"
"inhibitory_neuron","COL19A1","ENSG00000082293"
"inhibitory_neuron","COL21A1","ENSG00000124749"
"inhibitory_neuron","COL25A1","ENSG00000188517"
"inhibitory_neuron","COL5A2","ENSG00000204262"
"inhibitory_neuron","CORO6","ENSG00000167549"
"inhibitory_neuron","CORO61",NA
"inhibitory_neuron","COX4I1","ENSG00000131143"
"inhibitory_neuron","CPLX1","ENSG00000168993"
"inhibitory_neuron","CPLX2","ENSG00000145920"
"inhibitory_neuron","CRH","ENSG00000147571"
"inhibitory_neuron","CSMD1","ENSG00000183117"
"inhibitory_neuron","CSMD2","ENSG00000121904"
"inhibitory_neuron","CSMD3","ENSG00000164796"
"inhibitory_neuron","CSRNP3","ENSG00000178662"
"inhibitory_neuron","CTC-806A22.1",NA
"inhibitory_neuron","CTNNA2","ENSG00000066032"
"inhibitory_neuron","CTTNBP2","ENSG00000077063"
"inhibitory_neuron","CUX2","ENSG00000111249"
"inhibitory_neuron","CXCL14","ENSG00000145824"
"inhibitory_neuron","CYFIP2","ENSG00000055163"
"inhibitory_neuron","CYP46A1","ENSG00000036530"
"inhibitory_neuron","DAAM1","ENSG00000100592"
"inhibitory_neuron","DAAM11",NA
"inhibitory_neuron","DAB1","ENSG00000173406"
"inhibitory_neuron","DANT2",NA
"inhibitory_neuron","DAPK1","ENSG00000196730"
"inhibitory_neuron","DCC","ENSG00000187323"
"inhibitory_neuron","DCLK1","ENSG00000133083"
"inhibitory_neuron","DDX24","ENSG00000089737"
"inhibitory_neuron","DENND5B","ENSG00000170456"
"inhibitory_neuron","DGKB","ENSG00000136267"
"inhibitory_neuron","DGKD","ENSG00000077044"
"inhibitory_neuron","DGKG","ENSG00000058866"
"inhibitory_neuron","DKK3","ENSG00000050165"
"inhibitory_neuron","DKK31",NA
"inhibitory_neuron","DLGAP1","ENSG00000170579"
"inhibitory_neuron","DLGAP11",NA
"inhibitory_neuron","DLGAP2","ENSG00000283494"
"inhibitory_neuron","DLGAP2","ENSG00000198010"
"inhibitory_neuron","DLX1","ENSG00000144355"
"inhibitory_neuron","DLX6-AS1",NA
"inhibitory_neuron","DLX6-AS11",NA
"inhibitory_neuron","DMD",NA
"inhibitory_neuron","DNER","ENSG00000187957"
"inhibitory_neuron","DNM1","ENSG00000106976"
"inhibitory_neuron","DOCK10","ENSG00000135905"
"inhibitory_neuron","DOCK3","ENSG00000088538"
"inhibitory_neuron","DOCK9","ENSG00000088387"
"inhibitory_neuron","DOK5","ENSG00000101134"
"inhibitory_neuron","DOK6","ENSG00000206052"
"inhibitory_neuron","DOPEY1","ENSG00000083097"
"inhibitory_neuron","DPP10","ENSG00000175497"
"inhibitory_neuron","DPP6","ENSG00000130226"
"inhibitory_neuron","DSCAM","ENSG00000171587"
"inhibitory_neuron","DSCAML1","ENSG00000177103"
"inhibitory_neuron","DYNLL2","ENSG00000264364"
"inhibitory_neuron","EDIL3","ENSG00000164176"
"inhibitory_neuron","EEA1","ENSG00000102189"
"inhibitory_neuron","EEPD1","ENSG00000122547"
"inhibitory_neuron","EFR3B","ENSG00000084710"
"inhibitory_neuron","EGFEM1P",NA
"inhibitory_neuron","EGFR","ENSG00000146648"
"inhibitory_neuron","ELAVL2","ENSG00000107105"
"inhibitory_neuron","ELAVL3","ENSG00000196361"
"inhibitory_neuron","ELAVL4","ENSG00000162374"
